;ano;mes;sigla_uf;tipo_consumo;numero_consumidores;consumo;id_estado;sigla;estado;regiao;pais
5337;2006;6;GO;Industrial;13794.0;239537;9;GO;Goiás;Centro-Oeste;Brasil
5338;2006;6;TO;Industrial;2273.0;8811;27;TO;Tocantins;Norte;Brasil
5339;2006;6;MT;Industrial;12013.0;96050;11;MT;Mato Grosso;Centro-Oeste;Brasil
5340;2006;6;AL;Industrial;2750.0;143528;2;AL;Alagoas;Nordeste;Brasil
5341;2006;6;MG;Industrial;73886.0;2488509;13;MG;Minas Gerais;Sudeste;Brasil
5342;2006;6;SC;Industrial;59423.0;621729;24;SC;Santa Catarina;Sul;Brasil
5343;2006;6;MA;Industrial;9686.0;620979;10;MA;Maranhão;Nordeste;Brasil
5344;2006;6;RJ;Industrial;18050.0;721442;19;RJ;Rio de Janeiro;Sudeste;Brasil
5345;2006;6;PB;Industrial;4809.0;96764;15;PB;Paraíba;Nordeste;Brasil
5346;2006;7;RO;Industrial;2279.0;20237;22;RO;Rondônia;Norte;Brasil
5347;2006;7;PB;Industrial;4832.0;92785;15;PB;Paraíba;Nordeste;Brasil
5348;2006;7;GO;Industrial;13766.0;250436;9;GO;Goiás;Centro-Oeste;Brasil
5349;2006;7;PA;Industrial;3865.0;835115;14;PA;Pará;Norte;Brasil
5350;2006;7;AC;Industrial;757.0;1883;1;AC;Acre;Norte;Brasil
5351;2006;7;AP;Industrial;556.0;3985;3;AP;Amapá;Norte;Brasil
5352;2006;7;ES;Industrial;11496.0;369322;8;ES;Espírito Santo;Sudeste;Brasil
5353;2006;7;SP;Industrial;123684.0;4165531;25;SP;São Paulo;Sudeste;Brasil
5354;2006;7;RJ;Industrial;18083.0;762798;19;RJ;Rio de Janeiro;Sudeste;Brasil
5355;2006;7;MA;Industrial;9479.0;653102;10;MA;Maranhão;Nordeste;Brasil
5356;2006;7;AL;Industrial;2719.0;145058;2;AL;Alagoas;Nordeste;Brasil
5357;2006;7;MT;Industrial;12001.0;105342;11;MT;Mato Grosso;Centro-Oeste;Brasil
5358;2006;7;TO;Industrial;2274.0;9106;27;TO;Tocantins;Norte;Brasil
5359;2006;7;AM;Industrial;3191.0;127361;4;AM;Amazonas;Norte;Brasil
5360;2006;7;MG;Industrial;73982.0;2438659;13;MG;Minas Gerais;Sudeste;Brasil
5361;2006;7;PE;Industrial;10926.0;195355;17;PE;Pernambuco;Nordeste;Brasil
5362;2006;7;RS;Industrial;55138.0;775080;21;RS;Rio Grande do Sul;Sul;Brasil
5363;2006;7;MS;Industrial;4509.0;76555;12;MS;Mato Grosso do Sul;Centro-Oeste;Brasil
5364;2006;7;BA;Industrial;19940.0;813557;5;BA;Bahia;Nordeste;Brasil
5365;2006;7;CE;Industrial;6421.0;157324;6;CE;Ceará;Nordeste;Brasil
5366;2006;7;SE;Industrial;3364.0;105195;26;SE;Sergipe;Nordeste;Brasil
5367;2006;7;RN;Industrial;4657.0;101410;20;RN;Rio Grande do Norte;Nordeste;Brasil
5368;2006;7;RR;Industrial;446.0;1166;23;RR;Roraima;Norte;Brasil
5369;2006;7;PI;Industrial;3989.0;17474;18;PI;Piauí;Nordeste;Brasil
5370;2006;7;DF;Industrial;1587.0;36189;7;DF;Distrito Federal;Centro-Oeste;Brasil
5371;2006;7;PR;Industrial;56176.0;800746;16;PR;Paraná;Sul;Brasil
5372;2006;7;SC;Industrial;61466.0;635767;24;SC;Santa Catarina;Sul;Brasil
5373;2006;8;DF;Industrial;1594.0;37258;7;DF;Distrito Federal;Centro-Oeste;Brasil
5374;2006;8;TO;Industrial;2276.0;10011;27;TO;Tocantins;Norte;Brasil
5375;2006;8;RN;Industrial;4656.0;105770;20;RN;Rio Grande do Norte;Nordeste;Brasil
5376;2006;8;SC;Industrial;59866.0;639538;24;SC;Santa Catarina;Sul;Brasil
5377;2006;8;AC;Industrial;756.0;2217;1;AC;Acre;Norte;Brasil
5378;2006;8;PA;Industrial;3893.0;856277;14;PA;Pará;Norte;Brasil
5379;2006;8;PI;Industrial;4216.0;18033;18;PI;Piauí;Nordeste;Brasil
5380;2006;8;RS;Industrial;55011.0;794408;21;RS;Rio Grande do Sul;Sul;Brasil
5381;2006;8;PB;Industrial;4836.0;99186;15;PB;Paraíba;Nordeste;Brasil
5382;2006;8;SE;Industrial;3348.0;113251;26;SE;Sergipe;Nordeste;Brasil
5383;2006;8;RJ;Industrial;18050.0;841448;19;RJ;Rio de Janeiro;Sudeste;Brasil
5384;2006;8;MA;Industrial;9410.0;667229;10;MA;Maranhão;Nordeste;Brasil
5385;2006;8;AL;Industrial;2719.0;167068;2;AL;Alagoas;Nordeste;Brasil
5386;2006;8;MS;Industrial;4506.0;76749;12;MS;Mato Grosso do Sul;Centro-Oeste;Brasil
5387;2006;8;PR;Industrial;56168.0;828887;16;PR;Paraná;Sul;Brasil
5388;2006;8;RR;Industrial;438.0;1079;23;RR;Roraima;Norte;Brasil
5389;2006;8;CE;Industrial;6450.0;162782;6;CE;Ceará;Nordeste;Brasil
5390;2006;8;BA;Industrial;19944.0;834049;5;BA;Bahia;Nordeste;Brasil
5391;2006;8;RO;Industrial;2230.0;19602;22;RO;Rondônia;Norte;Brasil
5392;2006;8;PE;Industrial;10914.0;196015;17;PE;Pernambuco;Nordeste;Brasil
5393;2006;8;ES;Industrial;11505.0;389848;8;ES;Espírito Santo;Sudeste;Brasil
5394;2006;8;MG;Industrial;74311.0;2519192;13;MG;Minas Gerais;Sudeste;Brasil
5395;2006;8;SP;Industrial;123749.0;4273783;25;SP;São Paulo;Sudeste;Brasil
5396;2006;8;AM;Industrial;3215.0;133410;4;AM;Amazonas;Norte;Brasil
5397;2006;8;MT;Industrial;12085.0;110572;11;MT;Mato Grosso;Centro-Oeste;Brasil
5398;2006;8;GO;Industrial;13710.0;261298;9;GO;Goiás;Centro-Oeste;Brasil
5399;2006;8;AP;Industrial;549.0;5071;3;AP;Amapá;Norte;Brasil
5400;2006;9;TO;Industrial;2283.0;9288;27;TO;Tocantins;Norte;Brasil
5401;2006;9;MT;Industrial;12168.0;109870;11;MT;Mato Grosso;Centro-Oeste;Brasil
5402;2006;9;SP;Industrial;123459.0;4224977;25;SP;São Paulo;Sudeste;Brasil
5403;2006;9;RR;Industrial;426.0;1173;23;RR;Roraima;Norte;Brasil
5404;2006;9;AL;Industrial;2706.0;158232;2;AL;Alagoas;Nordeste;Brasil
5405;2006;9;DF;Industrial;1594.0;41291;7;DF;Distrito Federal;Centro-Oeste;Brasil
5406;2006;9;RO;Industrial;2222.0;21271;22;RO;Rondônia;Norte;Brasil
5407;2006;9;PA;Industrial;3930.0;829533;14;PA;Pará;Norte;Brasil
5408;2006;9;AM;Industrial;3223.0;136401;4;AM;Amazonas;Norte;Brasil
5409;2006;9;GO;Industrial;13667.0;223604;9;GO;Goiás;Centro-Oeste;Brasil
5410;2006;9;AC;Industrial;703.0;2498;1;AC;Acre;Norte;Brasil
5411;2006;9;PI;Industrial;4213.0;20441;18;PI;Piauí;Nordeste;Brasil
5412;2006;9;ES;Industrial;11496.0;370664;8;ES;Espírito Santo;Sudeste;Brasil
5413;2006;9;MS;Industrial;4514.0;73383;12;MS;Mato Grosso do Sul;Centro-Oeste;Brasil
5414;2006;9;PB;Industrial;4831.0;95427;15;PB;Paraíba;Nordeste;Brasil
5415;2006;9;MA;Industrial;9463.0;647912;10;MA;Maranhão;Nordeste;Brasil
5416;2006;9;RS;Industrial;54936.0;757089;21;RS;Rio Grande do Sul;Sul;Brasil
5417;2006;9;BA;Industrial;19978.0;818275;5;BA;Bahia;Nordeste;Brasil
5418;2006;9;RJ;Industrial;18047.0;767264;19;RJ;Rio de Janeiro;Sudeste;Brasil
5419;2006;9;AP;Industrial;509.0;5048;3;AP;Amapá;Norte;Brasil
5420;2006;9;SC;Industrial;59864.0;639828;24;SC;Santa Catarina;Sul;Brasil
5421;2006;9;CE;Industrial;6441.0;164511;6;CE;Ceará;Nordeste;Brasil
5422;2006;9;RN;Industrial;4674.0;101906;20;RN;Rio Grande do Norte;Nordeste;Brasil
5423;2006;9;SE;Industrial;3353.0;110615;26;SE;Sergipe;Nordeste;Brasil
5424;2006;9;PR;Industrial;56482.0;788997;16;PR;Paraná;Sul;Brasil
5425;2006;9;PE;Industrial;10972.0;192425;17;PE;Pernambuco;Nordeste;Brasil
5426;2006;9;MG;Industrial;74617.0;2513549;13;MG;Minas Gerais;Sudeste;Brasil
5427;2006;10;RS;Industrial;54914.0;760219;21;RS;Rio Grande do Sul;Sul;Brasil
5428;2006;10;PI;Industrial;4169.0;17486;18;PI;Piauí;Nordeste;Brasil
5429;2006;10;PR;Industrial;56886.0;803274;16;PR;Paraná;Sul;Brasil
5430;2006;10;AL;Industrial;2713.0;169932;2;AL;Alagoas;Nordeste;Brasil
5431;2006;10;SE;Industrial;3358.0;108232;26;SE;Sergipe;Nordeste;Brasil
5432;2006;10;AC;Industrial;764.0;2570;1;AC;Acre;Norte;Brasil
5433;2006;10;GO;Industrial;13631.0;232340;9;GO;Goiás;Centro-Oeste;Brasil
5434;2006;10;AP;Industrial;548.0;1856;3;AP;Amapá;Norte;Brasil
5435;2006;10;CE;Industrial;6470.0;172501;6;CE;Ceará;Nordeste;Brasil
5436;2006;10;SP;Industrial;123559.0;4280542;25;SP;São Paulo;Sudeste;Brasil
5437;2006;10;RR;Industrial;436.0;1085;23;RR;Roraima;Norte;Brasil
5438;2006;10;PE;Industrial;11013.0;206115;17;PE;Pernambuco;Nordeste;Brasil
5439;2006;10;BA;Industrial;20004.0;834809;5;BA;Bahia;Nordeste;Brasil
5440;2006;10;MT;Industrial;12140.0;107802;11;MT;Mato Grosso;Centro-Oeste;Brasil
5441;2006;10;AM;Industrial;3241.0;132900;4;AM;Amazonas;Norte;Brasil
5442;2006;10;RJ;Industrial;19369.0;779649;19;RJ;Rio de Janeiro;Sudeste;Brasil
5443;2006;10;SC;Industrial;60540.0;632607;24;SC;Santa Catarina;Sul;Brasil
5444;2006;10;MS;Industrial;4496.0;76066;12;MS;Mato Grosso do Sul;Centro-Oeste;Brasil
5445;2006;10;PA;Industrial;3958.0;856823;14;PA;Pará;Norte;Brasil
5446;2006;10;TO;Industrial;2298.0;9580;27;TO;Tocantins;Norte;Brasil
5447;2006;10;DF;Industrial;1586.0;39914;7;DF;Distrito Federal;Centro-Oeste;Brasil
5448;2006;10;RO;Industrial;2257.0;21125;22;RO;Rondônia;Norte;Brasil
5449;2006;10;PB;Industrial;4858.0;99524;15;PB;Paraíba;Nordeste;Brasil
5450;2006;10;ES;Industrial;11507.0;377792;8;ES;Espírito Santo;Sudeste;Brasil
5451;2006;10;MG;Industrial;74944.0;2451955;13;MG;Minas Gerais;Sudeste;Brasil
5452;2006;10;RN;Industrial;4703.0;105455;20;RN;Rio Grande do Norte;Nordeste;Brasil
5453;2006;10;MA;Industrial;9482.0;670453;10;MA;Maranhão;Nordeste;Brasil
5454;2006;11;AL;Industrial;2729.0;157714;2;AL;Alagoas;Nordeste;Brasil
5455;2006;11;RS;Industrial;54931.0;755095;21;RS;Rio Grande do Sul;Sul;Brasil
5456;2006;11;RR;Industrial;436.0;1192;23;RR;Roraima;Norte;Brasil
5457;2006;11;RJ;Industrial;19460.0;793142;19;RJ;Rio de Janeiro;Sudeste;Brasil
5458;2006;11;PA;Industrial;3978.0;830875;14;PA;Pará;Norte;Brasil
5459;2006;11;DF;Industrial;1580.0;39494;7;DF;Distrito Federal;Centro-Oeste;Brasil
5460;2006;11;TO;Industrial;2302.0;8974;27;TO;Tocantins;Norte;Brasil
5461;2006;11;PB;Industrial;4843.0;97714;15;PB;Paraíba;Nordeste;Brasil
5462;2006;11;AM;Industrial;3264.0;135677;4;AM;Amazonas;Norte;Brasil
5463;2006;11;MT;Industrial;12230.0;104542;11;MT;Mato Grosso;Centro-Oeste;Brasil
5464;2006;11;ES;Industrial;11520.0;370185;8;ES;Espírito Santo;Sudeste;Brasil
5465;2006;11;GO;Industrial;13589.0;241029;9;GO;Goiás;Centro-Oeste;Brasil
5466;2006;11;MG;Industrial;75173.0;2563761;13;MG;Minas Gerais;Sudeste;Brasil
5467;2006;11;MS;Industrial;4471.0;75074;12;MS;Mato Grosso do Sul;Centro-Oeste;Brasil
5468;2006;11;RN;Industrial;4720.0;100628;20;RN;Rio Grande do Norte;Nordeste;Brasil
5469;2006;11;SC;Industrial;60913.0;629755;24;SC;Santa Catarina;Sul;Brasil
5470;2006;11;PI;Industrial;4201.0;19684;18;PI;Piauí;Nordeste;Brasil
5471;2006;11;AP;Industrial;549.0;4255;3;AP;Amapá;Norte;Brasil
5472;2006;11;AC;Industrial;760.0;2594;1;AC;Acre;Norte;Brasil
5473;2006;11;MA;Industrial;9512.0;646039;10;MA;Maranhão;Nordeste;Brasil
5474;2006;11;SE;Industrial;3378.0;108411;26;SE;Sergipe;Nordeste;Brasil
5475;2006;11;CE;Industrial;6456.0;173145;6;CE;Ceará;Nordeste;Brasil
5476;2006;11;BA;Industrial;20108.0;800948;5;BA;Bahia;Nordeste;Brasil
5477;2006;11;PR;Industrial;57476.0;811650;16;PR;Paraná;Sul;Brasil
5478;2006;11;SP;Industrial;122875.0;4300324;25;SP;São Paulo;Sudeste;Brasil
5479;2006;11;RO;Industrial;2249.0;19528;22;RO;Rondônia;Norte;Brasil
5480;2006;11;PE;Industrial;11067.0;198396;17;PE;Pernambuco;Nordeste;Brasil
5481;2006;12;RJ;Industrial;19320.0;787572;19;RJ;Rio de Janeiro;Sudeste;Brasil
5482;2006;12;MA;Industrial;9570.0;672354;10;MA;Maranhão;Nordeste;Brasil
5483;2006;12;PI;Industrial;4152.0;19068;18;PI;Piauí;Nordeste;Brasil
5484;2006;12;MT;Industrial;12236.0;101313;11;MT;Mato Grosso;Centro-Oeste;Brasil
5485;2006;12;RR;Industrial;428.0;1086;23;RR;Roraima;Norte;Brasil
5486;2006;12;PE;Industrial;11163.0;201339;17;PE;Pernambuco;Nordeste;Brasil
5487;2006;12;MS;Industrial;4448.0;75360;12;MS;Mato Grosso do Sul;Centro-Oeste;Brasil
5488;2006;12;AP;Industrial;550.0;4542;3;AP;Amapá;Norte;Brasil
5489;2006;12;PA;Industrial;3986.0;852391;14;PA;Pará;Norte;Brasil
5490;2006;12;SE;Industrial;3369.0;107589;26;SE;Sergipe;Nordeste;Brasil
5491;2006;12;ES;Industrial;11523.0;357000;8;ES;Espírito Santo;Sudeste;Brasil
5492;2006;12;GO;Industrial;13475.0;237070;9;GO;Goiás;Centro-Oeste;Brasil
5493;2006;12;TO;Industrial;2299.0;8092;27;TO;Tocantins;Norte;Brasil
5494;2006;12;AL;Industrial;2721.0;159872;2;AL;Alagoas;Nordeste;Brasil
5495;2006;12;BA;Industrial;20068.0;797227;5;BA;Bahia;Nordeste;Brasil
5496;2006;12;RO;Industrial;2248.0;21662;22;RO;Rondônia;Norte;Brasil
5497;2006;12;RS;Industrial;54904.0;757119;21;RS;Rio Grande do Sul;Sul;Brasil
5498;2006;12;DF;Industrial;1583.0;38658;7;DF;Distrito Federal;Centro-Oeste;Brasil
5499;2006;12;SP;Industrial;123351.0;4275335;25;SP;São Paulo;Sudeste;Brasil
5500;2006;12;RN;Industrial;4739.0;96909;20;RN;Rio Grande do Norte;Nordeste;Brasil
5501;2006;12;PB;Industrial;4823.0;97104;15;PB;Paraíba;Nordeste;Brasil
5502;2006;12;PR;Industrial;57882.0;773375;16;PR;Paraná;Sul;Brasil
5503;2006;12;AC;Industrial;707.0;2448;1;AC;Acre;Norte;Brasil
5504;2006;12;MG;Industrial;75293.0;2437983;13;MG;Minas Gerais;Sudeste;Brasil
5505;2006;12;AM;Industrial;3261.0;127231;4;AM;Amazonas;Norte;Brasil
5506;2006;12;CE;Industrial;6466.0;152239;6;CE;Ceará;Nordeste;Brasil
5507;2006;12;SC;Industrial;61053.0;604614;24;SC;Santa Catarina;Sul;Brasil
5508;2006;1;PA;Residencial;1168985.0;148007;14;PA;Pará;Norte;Brasil
5509;2006;1;RR;Residencial;71061.0;14278;23;RR;Roraima;Norte;Brasil
5510;2006;1;SC;Residencial;1594889.0;296371;24;SC;Santa Catarina;Sul;Brasil
5511;2006;1;PB;Residencial;866257.0;79499;15;PB;Paraíba;Nordeste;Brasil
5512;2006;1;PE;Residencial;2102196.0;247914;17;PE;Pernambuco;Nordeste;Brasil
5513;2006;1;AC;Residencial;114451.0;17747;1;AC;Acre;Norte;Brasil
5514;2006;1;MG;Residencial;5272539.0;606852;13;MG;Minas Gerais;Sudeste;Brasil
5515;2006;1;SP;Residencial;12239018.0;2255056;25;SP;São Paulo;Sudeste;Brasil
5516;2006;1;DF;Residencial;631352.0;123444;7;DF;Distrito Federal;Centro-Oeste;Brasil
5517;2006;1;ES;Residencial;865207.0;118577;8;ES;Espírito Santo;Sudeste;Brasil
5518;2006;1;RO;Residencial;281123.0;44843;22;RO;Rondônia;Norte;Brasil
5519;2006;1;AP;Residencial;111610.0;21691;3;AP;Amapá;Norte;Brasil
5520;2006;1;MA;Residencial;1087867.0;98479;10;MA;Maranhão;Nordeste;Brasil
5521;2006;1;BA;Residencial;3312102.0;312170;5;BA;Bahia;Nordeste;Brasil
5522;2006;1;CE;Residencial;1951651.0;192387;6;CE;Ceará;Nordeste;Brasil
5523;2006;1;RJ;Residencial;5489264.0;914514;19;RJ;Rio de Janeiro;Sudeste;Brasil
5524;2006;1;RN;Residencial;761979.0;81744;20;RN;Rio Grande do Norte;Nordeste;Brasil
5525;2006;1;PR;Residencial;2655483.0;427356;16;PR;Paraná;Sul;Brasil
5526;2006;1;PI;Residencial;634480.0;55665;18;PI;Piauí;Nordeste;Brasil
5527;2006;1;MS;Residencial;571633.0;86882;12;MS;Mato Grosso do Sul;Centro-Oeste;Brasil
5528;2006;1;TO;Residencial;257521.0;27760;27;TO;Tocantins;Norte;Brasil
5529;2006;1;GO;Residencial;1631145.0;209467;9;GO;Goiás;Centro-Oeste;Brasil
5530;2006;1;AL;Residencial;634445.0;59873;2;AL;Alagoas;Nordeste;Brasil
5531;2006;1;MT;Residencial;636955.0;107430;11;MT;Mato Grosso;Centro-Oeste;Brasil
5532;2006;1;SE;Residencial;495888.0;47842;26;SE;Sergipe;Nordeste;Brasil
5533;2006;1;AM;Residencial;497815.0;77758;4;AM;Amazonas;Norte;Brasil
5534;2006;1;RS;Residencial;2895818.0;494015;21;RS;Rio Grande do Sul;Sul;Brasil
5535;2006;2;AM;Residencial;499967.0;76254;4;AM;Amazonas;Norte;Brasil
5536;2006;2;AC;Residencial;114137.0;17446;1;AC;Acre;Norte;Brasil
5537;2006;2;PI;Residencial;637153.0;53402;18;PI;Piauí;Nordeste;Brasil
5538;2006;2;PE;Residencial;2106669.0;228741;17;PE;Pernambuco;Nordeste;Brasil
5539;2006;2;BA;Residencial;3323675.0;300999;5;BA;Bahia;Nordeste;Brasil
5540;2006;2;RR;Residencial;71297.0;13675;23;RR;Roraima;Norte;Brasil
5541;2006;2;MA;Residencial;1093351.0;91555;10;MA;Maranhão;Nordeste;Brasil
5542;2006;2;RN;Residencial;765408.0;82599;20;RN;Rio Grande do Norte;Nordeste;Brasil
5543;2006;2;GO;Residencial;1635944.0;204445;9;GO;Goiás;Centro-Oeste;Brasil
5544;2006;2;SE;Residencial;498154.0;48086;26;SE;Sergipe;Nordeste;Brasil
5545;2006;2;ES;Residencial;864838.0;134527;8;ES;Espírito Santo;Sudeste;Brasil
5546;2006;2;RS;Residencial;2900643.0;494908;21;RS;Rio Grande do Sul;Sul;Brasil
5547;2006;2;PB;Residencial;869964.0;77721;15;PB;Paraíba;Nordeste;Brasil
5548;2006;2;MT;Residencial;637320.0;113882;11;MT;Mato Grosso;Centro-Oeste;Brasil
5549;2006;2;PR;Residencial;2661586.0;416162;16;PR;Paraná;Sul;Brasil
5550;2006;2;SC;Residencial;1599208.0;326710;24;SC;Santa Catarina;Sul;Brasil
5551;2006;2;CE;Residencial;1958878.0;183095;6;CE;Ceará;Nordeste;Brasil
5552;2006;2;AL;Residencial;639818.0;60552;2;AL;Alagoas;Nordeste;Brasil
5553;2006;2;DF;Residencial;632013.0;126894;7;DF;Distrito Federal;Centro-Oeste;Brasil
5554;2006;2;RO;Residencial;282775.0;44799;22;RO;Rondônia;Norte;Brasil
5555;2006;2;PA;Residencial;1175209.0;141042;14;PA;Pará;Norte;Brasil
5556;2006;2;SP;Residencial;12258021.0;2230458;25;SP;São Paulo;Sudeste;Brasil
5557;2006;2;TO;Residencial;258779.0;28506;27;TO;Tocantins;Norte;Brasil
5558;2006;2;AP;Residencial;101445.0;21277;3;AP;Amapá;Norte;Brasil
5559;2006;2;MS;Residencial;570879.0;87862;12;MS;Mato Grosso do Sul;Centro-Oeste;Brasil
5560;2006;2;MG;Residencial;5284134.0;544502;13;MG;Minas Gerais;Sudeste;Brasil
5561;2006;2;RJ;Residencial;5497702.0;981706;19;RJ;Rio de Janeiro;Sudeste;Brasil
5562;2006;3;MA;Residencial;1101315.0;92460;10;MA;Maranhão;Nordeste;Brasil
5563;2006;3;RR;Residencial;71322.0;13721;23;RR;Roraima;Norte;Brasil
5564;2006;3;TO;Residencial;260715.0;27379;27;TO;Tocantins;Norte;Brasil
5565;2006;3;AL;Residencial;643642.0;60100;2;AL;Alagoas;Nordeste;Brasil
5566;2006;3;RJ;Residencial;5518734.0;1054671;19;RJ;Rio de Janeiro;Sudeste;Brasil
5567;2006;3;PI;Residencial;639534.0;53293;18;PI;Piauí;Nordeste;Brasil
5568;2006;3;AM;Residencial;503293.0;76836;4;AM;Amazonas;Norte;Brasil
5569;2006;3;ES;Residencial;864745.0;135654;8;ES;Espírito Santo;Sudeste;Brasil
5570;2006;3;RO;Residencial;283283.0;47243;22;RO;Rondônia;Norte;Brasil
5571;2006;3;AC;Residencial;115030.0;17502;1;AC;Acre;Norte;Brasil
5572;2006;3;RS;Residencial;2908675.0;483508;21;RS;Rio Grande do Sul;Sul;Brasil
5573;2006;3;MT;Residencial;640034.0;110371;11;MT;Mato Grosso;Centro-Oeste;Brasil
5574;2006;3;BA;Residencial;3339865.0;331773;5;BA;Bahia;Nordeste;Brasil
5575;2006;3;PR;Residencial;2667712.0;402204;16;PR;Paraná;Sul;Brasil
5576;2006;3;PA;Residencial;1178365.0;140327;14;PA;Pará;Norte;Brasil
5577;2006;3;PB;Residencial;873717.0;76804;15;PB;Paraíba;Nordeste;Brasil
5578;2006;3;SC;Residencial;1603324.0;320684;24;SC;Santa Catarina;Sul;Brasil
5579;2006;3;RN;Residencial;768452.0;94289;20;RN;Rio Grande do Norte;Nordeste;Brasil
5580;2006;3;MS;Residencial;572688.0;85285;12;MS;Mato Grosso do Sul;Centro-Oeste;Brasil
5581;2006;3;AP;Residencial;123488.0;21402;3;AP;Amapá;Norte;Brasil
5582;2006;3;GO;Residencial;1640262.0;210863;9;GO;Goiás;Centro-Oeste;Brasil
5583;2006;3;PE;Residencial;2112300.0;263587;17;PE;Pernambuco;Nordeste;Brasil
5584;2006;3;SP;Residencial;12327147.0;2308011;25;SP;São Paulo;Sudeste;Brasil
5585;2006;3;CE;Residencial;1966251.0;182647;6;CE;Ceará;Nordeste;Brasil
5586;2006;3;SE;Residencial;500181.0;49886;26;SE;Sergipe;Nordeste;Brasil
5587;2006;3;MG;Residencial;5294973.0;623178;13;MG;Minas Gerais;Sudeste;Brasil
5588;2006;3;DF;Residencial;634330.0;124827;7;DF;Distrito Federal;Centro-Oeste;Brasil
5589;2006;4;RN;Residencial;770503.0;86432;20;RN;Rio Grande do Norte;Nordeste;Brasil
5590;2006;4;TO;Residencial;261182.0;28399;27;TO;Tocantins;Norte;Brasil
5591;2006;4;PR;Residencial;2674404.0;412633;16;PR;Paraná;Sul;Brasil
5592;2006;4;AM;Residencial;505394.0;76348;4;AM;Amazonas;Norte;Brasil
5593;2006;4;RO;Residencial;283536.0;45120;22;RO;Rondônia;Norte;Brasil
5594;2006;4;PE;Residencial;2116553.0;253445;17;PE;Pernambuco;Nordeste;Brasil
5595;2006;4;RJ;Residencial;5525657.0;928137;19;RJ;Rio de Janeiro;Sudeste;Brasil
5596;2006;4;DF;Residencial;634880.0;137694;7;DF;Distrito Federal;Centro-Oeste;Brasil
5597;2006;4;MA;Residencial;1111291.0;100320;10;MA;Maranhão;Nordeste;Brasil
5598;2006;4;SE;Residencial;502027.0;52581;26;SE;Sergipe;Nordeste;Brasil
5599;2006;4;GO;Residencial;1644372.0;219874;9;GO;Goiás;Centro-Oeste;Brasil
5600;2006;4;PB;Residencial;876799.0;83841;15;PB;Paraíba;Nordeste;Brasil
5601;2006;4;CE;Residencial;1972506.0;186024;6;CE;Ceará;Nordeste;Brasil
5602;2006;4;RS;Residencial;2911508.0;469150;21;RS;Rio Grande do Sul;Sul;Brasil
5603;2006;4;AP;Residencial;113276.0;21399;3;AP;Amapá;Norte;Brasil
5604;2006;4;ES;Residencial;866231.0;131732;8;ES;Espírito Santo;Sudeste;Brasil
5605;2006;4;MT;Residencial;641764.0;111312;11;MT;Mato Grosso;Centro-Oeste;Brasil
5606;2006;4;BA;Residencial;3358161.0;308366;5;BA;Bahia;Nordeste;Brasil
5607;2006;4;AL;Residencial;647104.0;61850;2;AL;Alagoas;Nordeste;Brasil
5608;2006;4;RR;Residencial;71349.0;13664;23;RR;Roraima;Norte;Brasil
5609;2006;4;SP;Residencial;12312362.0;2320716;25;SP;São Paulo;Sudeste;Brasil
5610;2006;4;MS;Residencial;574315.0;86912;12;MS;Mato Grosso do Sul;Centro-Oeste;Brasil
5611;2006;4;PA;Residencial;1182645.0;145249;14;PA;Pará;Norte;Brasil
5612;2006;4;SC;Residencial;1608166.0;302546;24;SC;Santa Catarina;Sul;Brasil
5613;2006;4;PI;Residencial;641281.0;51082;18;PI;Piauí;Nordeste;Brasil
5614;2006;4;MG;Residencial;5301123.0;577017;13;MG;Minas Gerais;Sudeste;Brasil
5615;2006;4;AC;Residencial;115567.0;17971;1;AC;Acre;Norte;Brasil
5616;2006;5;RR;Residencial;72127.0;14371;23;RR;Roraima;Norte;Brasil
5617;2006;5;PI;Residencial;642992.0;52973;18;PI;Piauí;Nordeste;Brasil
5618;2006;5;MA;Residencial;1116243.0;94297;10;MA;Maranhão;Nordeste;Brasil
5619;2006;5;PE;Residencial;2122344.0;244651;17;PE;Pernambuco;Nordeste;Brasil
5620;2006;5;MT;Residencial;643351.0;103273;11;MT;Mato Grosso;Centro-Oeste;Brasil
5621;2006;5;CE;Residencial;1977744.0;185716;6;CE;Ceará;Nordeste;Brasil
5622;2006;5;AL;Residencial;648914.0;60546;2;AL;Alagoas;Nordeste;Brasil
5623;2006;5;ES;Residencial;866792.0;120424;8;ES;Espírito Santo;Sudeste;Brasil
5624;2006;5;AP;Residencial;113682.0;20941;3;AP;Amapá;Norte;Brasil
5625;2006;5;BA;Residencial;3384426.0;297838;5;BA;Bahia;Nordeste;Brasil
5626;2006;5;RO;Residencial;284713.0;43171;22;RO;Rondônia;Norte;Brasil
5627;2006;5;RS;Residencial;2914366.0;441066;21;RS;Rio Grande do Sul;Sul;Brasil
5628;2006;5;PA;Residencial;1187439.0;142382;14;PA;Pará;Norte;Brasil
5629;2006;5;RN;Residencial;773688.0;86807;20;RN;Rio Grande do Norte;Nordeste;Brasil
5630;2006;5;SE;Residencial;503300.0;48569;26;SE;Sergipe;Nordeste;Brasil
5631;2006;5;MG;Residencial;5308516.0;600511;13;MG;Minas Gerais;Sudeste;Brasil
5632;2006;5;PR;Residencial;2677002.0;395562;16;PR;Paraná;Sul;Brasil
5633;2006;5;AM;Residencial;507046.0;78621;4;AM;Amazonas;Norte;Brasil
5634;2006;5;TO;Residencial;262217.0;28796;27;TO;Tocantins;Norte;Brasil
